Numero agrement,SIRET,Raison Sociale,Adresse,Code Postal,Commune,AVL,AOD,AGE,AFE,DMG,CLA,CRE,COQ,CCC,DVV,DGS,DVB,DVG,EOE,ENT,EMG,GCO,GCH,GSA,GAF,OPR,PEC,BOY,GRE,LPL,PVI,VHA,OLI,PBV,VSM
50.041.204,24500026000019,COMMUNAUTE DE COMMUNES DE LA HAGUE,8 RUE DES TOHAGUES BP 217,50440,BEAUMONT HAGUE,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
50.041.216,33825323020405,SODEXO ENTREPRISES,ZA DE DIGUEVILLE RIE DE LA HAGUE AREVA R3,50440,BEAUMONT HAGUE,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
50.058.001,31620319900013,SARL MONBRUN,VILLAGE GRUCHY RTE DES LANDELLES,50560,BLAINVILLE SUR MER,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,
50.058.006,38437909500019,SAINT-LO DANIEL,RUE DE NORMANDIE,50770,PIROU,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,
50.058.013,50216521000019,BORDE REGIS HENRI PIERRE - BORDE,LA MIELLE,50230,AGON COUTAINVILLE,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
50.058.110,34242258100021,LE PASTEUR PASCAL RENE LEON,LE MARAIS,50560,BLAINVILLE SUR MER,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,
50.058.113,45374846900013,SCEA FLAC AUX HUITRES,BATIMENT B19 CABANOR LE MARAIS,50560,BLAINVILLE SUR MER,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,
50.058.115,33318876100014,SCEA DES PARCS DELISLE,RUE VILLAGE DE LINVERVILLE BP 15,50560,GOUVILLE SUR MER,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,
50.058.116,49039749400017,EARL LAFOSSE,5-6 LA CABANOR,50560,BLAINVILLE SUR MER,,,,,,,,2,,,,,,,,,,,,,,1,,,,,,,,
50.058.119,38848427100027,DELAROQUE MICHEL,LE CABANOR BAT.22 RUE MARAIS,50560,BLAINVILLE SUR MER,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,
50.058.124,34350107800012,LECLERC OLIVIER,LE PASSOUS,50230,AGON COUTAINVILLE,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,
50.058.125,38874608300012,EUDES THIERRY,RUE DU NORD,50560,GOUVILLE SUR MER,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,
50.058.127,34966083700023,ADDE GEORGES CHRISTIAN AUGUSTE,RTE DE LA MER,50560,BLAINVILLE SUR MER,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,
50.058.129,40918890100022,LIRON PATRICK,COMPLEXE CABANOR BAT 12,50560,BLAINVILLE SUR MER,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,
50.058.131,34966218900019,LECOUILLARD MICHEL,ZONE ARTISANALE,50560,BLAINVILLE SUR MER,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,
50.058.132,43767702400014,GAEC LECROSNIER,CABANOR 28,50560,BLAINVILLE SUR MER,,,,,,,,2,,,,,,,,,,,,,,1,,,,,,,,
50.058.133,44009842400029,LETELLIER MAXIME FREDERIC,22 RUE DE LA MARE A JORRE,50230,AGON COUTAINVILLE,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,
50.058.135,38848424800017,DANLOS JEAN-FRANCOIS,LA RUE DE BAS,50560,BLAINVILLE SUR MER,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,
50.058.136,38901974600012,LECOUILLARD PHILIPPE,12 B RUE DES CYGNES,50230,AGON COUTAINVILLE,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,
50.058.137,40035977400025,LECOUILLARD DENIS FRANCOIS,5 RUE DE GRUCHY,50560,BLAINVILLE SUR MER,,,,,,,,2,,,,,,,,,,,,,,1,,,,,,,,
50.058.142,38848438800029,K'DUAL JEAN-PIERRE,RUE DE BAS,50560,BLAINVILLE SUR MER,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
50.058.145,38120088000031,SAS KERMAREE,ZAC ZONE ARTISANALE,50560,BLAINVILLE SUR MER,,,,,,,,2,,,,,,,,,,,,,,1,,,,,,,,
50.058.146,38479738700022,SCEA LA BOUCHOT D'AGON,CABANOR NUMEROS 25-26,50560,BLAINVILLE SUR MER,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,
50.058.147,43478092000022,EARL LANDRY,4 CHE GRUCHY,50560,GOUVILLE SUR MER,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,
50.058.148,38039196100014,MARTIN JEAN LOUIS,LA MONNERIE,50560,BLAINVILLE SUR MER,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,
50.058.149,47814318300018,SCEA APHRODIS'HUITRES,RTE N 28 ZAC,50560,BLAINVILLE SUR MER,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,
50.058.150,34863628300023,FONTENAY BENOIT PAUL FRANCOIS,18 ZAC,50560,BLAINVILLE SUR MER,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,
50.058.151,33475849700021,FONTENAY DOMINIQUE GASTON PAUL,LE MESNIL,50200,GRATOT,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,
50.058.152,40248390300017,SARL VENTS ET MAREES,23 ZONE OSTREICOLE,50560,BLAINVILLE SUR MER,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,
50.058.153,33201260800029,THALASSA DISTRIBUTION,ZONE CONCHYLICOLE BP 58,50560,BLAINVILLE SUR MER,,,,,,,,2,,,,,,,,,,,,,,1,,,,,,,,
50.058.154,38047341300017,SCEA L'HUITRIERE MANCHOISE,ZA CONCHYLICOLE,50560,BLAINVILLE SUR MER,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,
50.058.155,35098033000020,LALOS MARTINE MARIE-CHRISTINE,ZAC N 30 ZONE CONCHYCOLE,50560,BLAINVILLE SUR MER,,,,,,,,2,,,,,,,,,,,,,,1,,,,,,,,
50.058.157,39144448600024,EARL LANGLOIS CLOUET,LA DUNE DU NORD,50560,BLAINVILLE SUR MER,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,
50.058.158,41782196400018,EARL PARCS SAINT MICHEL,16 ZAC DE BLAINVILLE,50560,BLAINVILLE SUR MER,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,
50.058.159,41932898400010,ROBINE MIREILLE,ZC NE20,50560,BLAINVILLE SUR MER,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,
50.058.160,35188410100012,LENOIR THOMAS MAREE,PARCELLE 33 ZAC,50560,BLAINVILLE SUR MER,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,
50.058.163,43245304100019,LAFFAITTEUR PATRICK JEAN,26 RUE DE COUTAINVILLE,50560,BLAINVILLE SUR MER,,,,,,,,2,,,,,,,,,,,,,,1,,,,,,,,
50.058.164,35199084100022,NOUVELLE PECHERIE DE NORMANDIE - AQUAFLOR - BLAINVILLE MAREE,LE BANC DU NORD ZAC,50560,BLAINVILLE SUR MER,,,,,,,,2,,,,,,,,,,,,,,2,,,,,,,,
50.058.165,39102993100022,SALLE BRUNO,42 ZONE CONCHYLICOLE,50560,BLAINVILLE SUR MER,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,
50.058.168,42434841500011,MARESCQ FRANCK YVON,13 RUE ROYALE,50660,QUETTREVILLE SUR SIENNE,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,
50.058.173,35396616100021,LECLERC PASCAL,54 RUE DES DUNES,50230,AGON COUTAINVILLE,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,
50.058.174,79338075900019,EARL L'HUITRE D'EMILIE,29 RUE DES QUARANTAINES,50560,BLAINVILLE SUR MER,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,
50.058.175,43030491500019,LAFOND ALAIN,PORT DU ROCHER,33260,LA TESTE DE BUCH,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
50.058.176,48826767500012,LA PECHERIE DU RUET,COMPLEXE CABANOR CASE A4,50560,BLAINVILLE SUR MER,,,,,,,,2,,,,,,,,,,,,,,1,,,,,,,,
50.058.177,33964337100034,GAEC DE LA BELLE DU RONQUET,40 ZONE CONCHYLICOLE,50560,BLAINVILLE SUR MER,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,
50.066.203,26500150300035,CTRE COM ACTION SOCIALE DE JULLOUVILLE - EHPAD LES JARDINS D HENRIETTE,LES JARDINS D'HENRIETTE 23 PL DE LA GARE,50610,JULLOUVILLE,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
50.074.001,31922922500028,LA CHAISERONNE,RTE D'AVRANCHES,50370,BRECEY,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,
50.076.110,43095361200024,LENFANT SERGE,ST MARTIN DE BREHAL LE MARAIS,50290,BREHAL,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,
50.076.111,43095362000019,LENFANT MICHEL,RUE DES GOELLETTES,50290,BREHAL,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,
50.076.114,35315629200024,SCEA LA CHAUSIAISE,ZONE ARTISANALE RUE DU CLOS DES MARES,50290,BREHAL,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,
50.076.115,42865738100037,MAYE THIERRY,VILLAGE PICHARD,50290,BREHAL,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,
50.081.003,51804153800019,SCI ADRIEN,RTE DE L'AERODROME,50290,BREVILLE SUR MER,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,
50.081.005,33283619600029,SARL FRESIL MAREE - AU COUP D'CHALUT,30 RUE LECAMPION,50400,GRANVILLE,,,,,,,,1,,,,,,,,,,,,,,2,,,,,,,,
50.081.008,40886139100014,GRANVIL'PECHE,LES VIVIERS,50290,BREVILLE SUR MER,,,,,,,,1,,,,,,,,,,,,,,2,,,,,,,,
50.081.110,44342216700017,EARL LONGUET,BREVILLE SUR MER ZONE D'ACTIVITE DE LA MER,50290,BREVILLE SUR MER,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,
50.081.114,42217598400026,LAPIE PHILIPPE,1 ZAM LOGIMER,50290,BREVILLE SUR MER,,,,,,,,2,,,,,,,,,,,,,,1,,,,,,,,
50.081.115,34203066500034,GRANVILMER,20 RTE DE L'AERODROME,50290,BREVILLE SUR MER,,,,,,,,1,,,,,,,,,,,,,,3,,,,,,,,
50.081.116,43772149100011,JUGAN SYLVERE GUY,SAINT LEONARD,50300,VAINS,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,
50.081.117,38266759000022,SARL FRESIL,28 RTE DE L' AERODROME,50290,BREVILLE SUR MER,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,
50.081.118,43006755300015,EARL ADAM,LES SALINES,50290,BRICQUEVILLE SUR MER,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,
50.085.111,43444250500021,SARL LA BRICQUAISE 2,6 RUE DES SALICORNES,50290,BRICQUEVILLE SUR MER,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,
50.085.112,41132390000018,LAMBERT PASCAL,LES SALINES,50290,BRICQUEVILLE SUR MER,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,
50.085.113,51775394300011,LEGOURGEOIS SYLVAIN,LA TOURAUDE,50290,BRICQUEVILLE SUR MER,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,
50.085.115,40806982100010,EARL DUCLOS,LES SALINES 1 RTE DE LA MOULIERE,50290,BRICQUEVILLE SUR MER,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,
50.085.117,39766954000023,MAINE PERE ET FILS,ZONE CONCHYLICOLE,50290,BRICQUEVILLE SUR MER,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,
50.085.118,39533557300014,EARL DES SALINES ONFROY VF,LES SALINES,50290,BRICQUEVILLE SUR MER,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,
50.085.119,39055064800013,LESOUQUET PASCAL AIMABLE GUY,12 RTE DE LA GARDINIERE,50290,BRICQUEVILLE SUR MER,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,
50.089.110,43757239900016,NEEL PHILIPPE,LA QUINCAILLERIE 12 RUE DU MONT,50480,BRUCHEVILLE,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
50.098.002,34051733300019,JAMBON NORMAND JOURDAN,3 HOTEL RIHOUEY,50570,CARANTILLY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
50.099.003,32276936500014,ALLIANCE OCEANE - CUISIMER,ZONE INDSUTRIELLE DE BLACTOT 8 CHE DE BLACTOT,50500,CARENTAN,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
50.099.004,31469638600064,SOCIETE GEL MANCHE,ZI DE BLACTOT RUE DE LA MADELEINE,50500,CARENTAN,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,1,
50.099.006,48025297200017,MER ET TERROIR,ZI ZONE INDUSTRIELLE DE POMMENAUQUE,50500,CARENTAN,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,
50.099.015,38919878900031,SARL WILLIAM AND JAMES,ZONE INDUST LA MADELEINE BLACTOT,50500,CARENTAN,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
50.099.019,34314420000031,JAMBONS DU BOCAGE,ZONE INDUSTRIELLE DE LA MADELEINE RUE DE LA MADELEINE,50500,CARENTAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
50.099.200,21500099300018,COMMUNE DE CARENTAN - MAIRIE,BD DE VERDUN,50500,CARENTAN,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
50.109.003,69201526600020,LESAFFRE INGREDIENTS SERVICES,67 RUE DE LA GARE,50510,CERENCES,,,,,,,,,,,,,,,,,1,,,,,1,,,1,,,,1,
50.123.001,33964448600013,LES JAMBONS D'ANTAN,LE BOURG,50570,LA CHAPELLE EN JUGER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
50.127.001,31775081800021,COOPERATIVE ISIGNY-SAINTE MERE,0,50480,CHEF DU PONT,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
50.127.002,44895436200043,MONT BLANC,2 RUE DU CAPITAINE REX COMBS,50480,CHEF DU PONT,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,
50.127.004,44789139100024,LE MOULINET - LES CHARCUTERIES DE LA TRAPPE,RUE DU MARAIS,50480,CHEF DU PONT,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,
50.129.002,42265317000023,EURL MANCHE OCEAN,ESP DU BASSIN DU COMMERCE,50100,CHERBOURG OCTEVILLE,,,,,,,,1,,,,,,,,,,,,,,2,,,,,,,,
50.129.009,73265004900016,SOC MUTUELLE ABATTAGE DU NORD COTENTIN,QUARTIER DU MAUPAS ABATTOI 24 RUE DE LA CHASSE VERTE,50100,CHERBOURG OCTEVILLE,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.129.010,38096194600015,PELAN PHILIPPE BERNARD,CRIEE ESP DU BASSIN DU COMMERCE,50100,CHERBOURG OCTEVILLE,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,
50.129.012,18500001500056,CHBR COMMERCE INDUST CHERBOURG-COTENTI - CRIEE EN GROS ET PORT DE PECHE,ESP DU BASSIN DU COMMERCE,50100,CHERBOURG OCTEVILLE,,,,,,,,2,,,,,,,,,,,,,,1,,,,,,,,
50.129.013,40904269400045,LGS,87 RUE DU ROULE PROLONGEE,50100,CHERBOURG OCTEVILLE,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,
50.129.015,39745339000015,PECHE COTIERE,CRIEE EN GROS ESP DU BASSIN DU COMMERCE,50100,CHERBOURG OCTEVILLE,,,,,,,,1,,,,,,,,,,,,,,2,,,,,,,,
50.129.019,86250051900056,SOC SURGELATION PRODUITS DE LA MER,BASSIN DU COMMERCE LE CLOS DE LA MARE,50100,CHERBOURG OCTEVILLE,,,,,,,,1,,,,,,,,,,,,,,2,,,,,,,,
50.129.025,38802221200038,LEJUEZ FABRICE SERGE CHRISTIAN,497 A RUE DU HUIT MAI 1945,50110,TOURLAVILLE,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
50.129.042,44908827700024,DELAUNAY JEROME MARCEL AUGUSTE,2 CHE LA QUEVE,50440,OMONVILLE LA ROGUE,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
50.129.050,49899475500011,SARL LA CHEVILLE DU COTENTIN,RUE DE LA CHASSE VERTE,50100,CHERBOURG OCTEVILLE,,,,,,,,,,,,1,,,1,,,,,,,,,,,1,,,1,
50.129.113,39528380700018,BOYAUDERIE DU COTENTIN P.DE LA LLAVE,LES ABBATOIRS RUE DE LA CHASSE VERTE,50100,CHERBOURG OCTEVILLE,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
50.129.114,38897496600029,CAUVIN LUDOVIC - LAE-DIVINE-AMAND-THIME,LE PETIT BONHEUR LE CARDIN,50260,ROCHEVILLE,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
50.129.200,20000297000016,CTRE HOSPITALIER PUBLIC DU COTENTIN,46 RUE DU VAL DE SAIRE BP 208,50100,CHERBOURG OCTEVILLE,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
50.129.204,63204104229564,COMPASS GROUP FRANCE - SCOLAREST 5055,ECOLE ST PAUL 27 RUE AMIRAL COURBET,50100,CHERBOURG OCTEVILLE,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
50.129.285,78087230500013,L ESPACE TEMPS FJT,RESTAURATION FORMATION 33 RUE MARECHAL LECLERC,50100,CHERBOURG OCTEVILLE,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
50.139.001,38929766400010,ELVIR - ELLE & VIRE PRODUITS LAITIERS,2 RTE NEUVE,50890,CONDE SUR VIRE,,,,,,1,,,,,,,,,1,,,,,,,,,,1,,,,,
50.139.002,34965256000054,COMPAGNIE LAITIERE NORMANDIE BRETAGNE - ARMOR PROTEINES,0,50890,CONDE SUR VIRE,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
50.139.003,40831578600017,GAEC DE LA CORDEE,LA PLOTINIERE 42 RTE DU BUST,50890,CONDE SUR VIRE,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
50.147.001,50164519600079,COMPAGNIE DES FROMAGES ET RICHESMONTS,93 RUE DU PONT DE SOULLES,50200,COUTANCES,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,
50.147.002,50851378500131,SOCOPA VIANDES,RUE DU BOCAGE,50200,COUTANCES,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
50.147.003,55382046500126,SOFRINO,RUE DES ABATTOIRS,50200,COUTANCES,,,,,,,1,,,,,,,,1,,,,,,,1,,,,,,,,
50.147.011,77561105600166,APEI CTRE MANCHE - MAISON ACCUEIL SPECIALISEE,RUE DE L ARQUERIE,50200,COUTANCES,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
50.147.200,26500005900039,CENTRE COMMUNAL D ACTION SOCIALE - ESPACE JEUNES - FOYER JEUNES TRAVAILLEUR,162 RUE REGIS MESSAC,50200,COUTANCES,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
50.148.001,38253228100013,EARL PARIS,LES ESCALIERS,50680,COUVAINS,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
50.151.200,26500612200021,CIAS CREANCES LESSAY - EHPAD,62 RUE DES ECOLES,50710,CREANCES,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
50.158.145,38120088000031,SAS KERMAREE,ZAC ZONE ARTISANALE,50560,BLAINVILLE SUR MER,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
50.159.005,40565035900046,AIM GROUPE,15 RUE DU PONT BROCARD,50750,DANGY,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,
50.160.110,37998285300010,EARL MANCHE MARICULTURE,RUE ANDRE PELCA,50580,DENNEVILLE,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
50.168.001,50164519600087,COMPAGNIE DES FROMAGES ET RICHESMONTS,LIEUDIT LE DOMAINE RUE DE LA GARE LIEUDIT LE VAL D'OIR,50220,DUCEY,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,
50.173.202,39393231400031,POLYCLINIQUE DU COTENTIN,AV AVENUE DU THIVET BP 100,50120,EQUEURDREVILLE HAINNEVILLE,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
50.178.110,42476806700029,FOLLET CHRISTINE CATHERINE,11 LA VALLEE DES MOULINS,50840,FERMANVILLE,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
50.197.001,31750703600018,FROMAGERIE DU VAL DE SIENNE,16 RUE HOTEL SAINT DENIS,50450,GAVRAY,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
50.197.002,40478921600011,DESHAYES JEAN,LE BEAUGUISLAIN,50450,GAVRAY,1,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,
50.203.003,39931561300931,METRO CASH & CARRY FRANCE,RN 13 LES ROUGES TERRES,50470,LA GLACERIE,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,
50.215.001,48422801000019,MARESQ JOHANN GEORGES MARC,25 RUE DE BOUGAINVILLE,50560,ANNEVILLE SUR MER,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,
50.215.006,35199084100030,NOUVELLE PECHERIE DE NORMANDIE - LES REFLETS DE LA MER,RUE DES MIELLES,50560,GOUVILLE SUR MER,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
50.215.011,79228367300012,NAVARRE,4 RUE DE LA MIELLE,50560,GOUVILLE SUR MER,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
50.215.014,41227409400025,MARAIS SEBASTIEN,CHE DES TERRES,50560,GOUVILLE SUR MER,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,
50.215.110,38874598600017,CASROUGE EMILE LOUIS,12 IMP BELAIR,50560,GOUVILLE SUR MER,,,,,,,,2,,,,,,,,,,,,,,1,,,,,,,,
50.215.111,48311295900018,EARL OSTREANE,52 RUE DE LA MIELLE,50560,GOUVILLE SUR MER,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,
50.215.112,40873056200019,GAEC LE SENEQUET,HAMEAU NOEL LINVERVILLE,50560,GOUVILLE SUR MER,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,
50.215.113,38380491100030,EARL LES NORMANDINES,21 RUE DES TERRES,50560,GOUVILLE SUR MER,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,
50.215.116,38873936900030,MADELAINE WILLIAM,ZAC,50560,BLAINVILLE SUR MER,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,
50.215.117,48822727300015,EARL LA PERLE FINE,41 RUE DU BEL AIR,50560,GOUVILLE SUR MER,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,
50.215.118,31035297600016,GODEFROY JACQUES,CHE BEL AIR,50560,GOUVILLE SUR MER,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,
50.215.121,40980674200022,LELIEVRE LYDIE,LIEUDIT LES TERRES RUE DES MOULIERES,50560,GOUVILLE SUR MER,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,
50.215.125,40449744800013,EARL GAMBIE-GAURIER,RUE DE LA MIELLE,50560,GOUVILLE SUR MER,,,,,,,,2,,,,,,,,,,,,,,1,,,,,,,,
50.215.128,44031886300014,K DUAL ROGER,45 RUE DE LA MER,50560,GOUVILLE SUR MER,,,,,,,,2,,,,,,,,,,,,,,1,,,,,,,,
50.215.130,49935085800019,EARL K'DUAL OSTREIOUEST,58 RUE DE LA MER,50560,GOUVILLE SUR MER,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,
50.215.133,34212834500028,JUAN CHARLES,53 RUE DE LA MIELLE,50560,GOUVILLE SUR MER,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,
50.215.134,38524871100025,K'DUAL CHRISTOPHE JACQUES,RUE DE LA MIELLE,50560,GOUVILLE SUR MER,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
50.215.136,37888698000010,SARL MACE GERARD,RUE DE LA MIELLE,50560,GOUVILLE SUR MER,,,,,,,,2,,,,,,,,,,,,,,1,,,,,,,,
50.215.137,40121667600023,EARL LES VERGERS DU LARGE,13 RUE DE LA MIELLE,50560,GOUVILLE SUR MER,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,
50.215.138,38515326700013,LECARDONNEL JOSEPH,32 RUE HAMEAU LAURIER,50560,GOUVILLE SUR MER,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,
50.215.139,79451754000017,EARL LA BELLE D'ONFRI,RUE DE LA MIELLE,50560,GOUVILLE SUR MER,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
50.215.141,38871397600024,LECOUILLARD YANN MARCEL JOSEPH,23 RUE DE LA RONDERIE,50560,GOUVILLE SUR MER,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,
50.215.143,38524871100025,K'DUAL CHRISTOPHE JACQUES,RUE DE LA MIELLE,50560,GOUVILLE SUR MER,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,
50.215.146,33403476600033,BORDE JEAN-JACQUES MARIE,RUE DES TERRES,50560,GOUVILLE SUR MER,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,
50.215.507,45384218900012,LEFRANCOIS VERONIQUE,84 RUE DE LINVERVILLE,50560,GOUVILLE SUR MER,,,,,,,,2,,,,,,,,,,,,,,1,,,,,,,,
50.217.001,43428044200022,SARL AVICOLE DE L'OUEST,LA CHESNEE,50370,LE GRAND CELLAND,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
50.218.001,55382046500647,SOFRINO,QUAI SUD,50400,GRANVILLE,,,,,,,,,,,,,,,1,,,,,,,3,,,,,,,,
50.218.007,18500002300043,CHAMBRE COMMERCE CENTRE ET SUD MANCHE - CHAMBRE DE COMMERCE,QUAI OUEST,50400,GRANVILLE,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,
50.218.020,37774174900032,VF DISTRIBUTION,ZAC DU PRETOT 21 RUE MARIE FOUGERAY,50400,GRANVILLE,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
50.218.022,52782376900015,AJC DISTRIBUTION - PROMOCASH,440 RUE DU CONILLOT,50400,GRANVILLE,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
50.218.036,43010274900016,THEVENIN PASCAL,LA MALADRIE,50290,BREVILLE SUR MER,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
50.218.043,52836495300018,LE FLIBUSTIER,7 CHE DE L' ENCOIGNARDIERE,50510,SAINT SAUVEUR LA POMMERAYE,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
50.218.074,51411800900018,SARL FRESIL YONNET,1045 RTE DE CHESNAY,50380,SAINT PAIR SUR MER,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
50.218.100,26500165100016,CTRE HOSPITALIER D'AVRANCHES-GRANVILLE,849 RUE DES MENNERIES BP 629,50400,GRANVILLE,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
50.218.114,79255071700013,ARMEMENT ROCALAMAUVE,30 RUE DE LA COCARDIERE,50400,GRANVILLE,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
50.218.115,53355446500013,HERSENT PERE ET FILS,21 LA PERDRIERE,50400,ANCTOVILLE SUR BOSCQ,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
